#Position (bp)	insert size
8410.5	570.2358017817372
25940.0	572.5535667963684
35139.0	551.3421052631579
46800.5	571.6321276595745
64409.5	571.9796830556684
73541.0	570.8606620477291
86802.5	576.7939947780679
101307.0	577.0179814385151
111325.0	575.4317010309278
126105.0	574.9364619035065
138043.5	575.5922551252847
146326.0	572.3721627408994
159916.5	570.6856384547331
172072.0	573.4522613065327
183025.0	572.2661417322835
198016.5	576.7547692307693
208691.0	584.2571428571429
217041.0	580.0769230769231
230462.0	579.9363413781042
242338.5	579.3170960187354
253024.5	574.6324968098681
267208.5	575.0106065628107
278319.5	567.3222591362127
286105.0	576.008547008547
297798.0	573.2287234042553
311046.5	566.1504245855236
318362.0	563.5153374233129
327213.5	562.091453800063
341820.5	567.6979542719615
350578.0	561.7377279102384
364359.5	572.586022610483
381968.5	573.6819109840751
389192.5	561.5461200585652
398873.0	573.6186017478152
413622.5	574.9045760908124
421551.0	574.3348837209302
428518.0	571.9410781445883
445474.5	570.7720726361929
457182.0	579.34008097166
464990.5	579.3050279329609
478858.5	541.2555031446541
489311.5	567.5955056179776
498435.5	568.9909529553679
511166.5	568.0564742589704
523392.5	575.9705434230574
531023.0	556.3575129533679
539961.5	568.7038507344184
554520.5	572.1252153934521
563191.0	568.8429752066115
569436.0	578.1313492063492
582155.5	576.8282414307005
593817.0	577.7148270961629
599917.5	565.3930348258707
608352.5	571.7672413793103
622626.5	571.6820461384152
631800.5	575.4805890227577
637821.0	574.16434202547
647767.5	571.802095459837
660128.5	574.1597081475476
667791.0	559.4627249357327
673897.5	559.8221649484536
684317.5	573.050259965338
696152.5	576.3653622626889
703341.5	573.0239808153477
709372.5	571.1890648952478
720480.5	569.267366720517
733077.5	565.7021276595744
740011.5	447.1272727272727
746491.0	569.905996131528
758147.5	566.197224975223
769202.0	570.6813238770685
774721.5	542.4772727272727
782354.5	569.7401392111369
795324.5	569.6537744641192
805375.5	576.4060542797495
812305.5	570.2950236966825
820192.0	582.3075471698113
831535.0	569.9081505999172
841257.5	568.6238418777023
847250.5	563.6945244956772
858438.0	579.4053164556962
873038.0	575.7925636007827
879459.5	561.1955555555555
885689.5	572.3909395973154
896484.0	571.4603087100331
907363.0	573.2494687632809
914177.5	571.2792511700468
919461.0	576.3813002191381
928692.0	570.0162708883025
939470.5	564.1385542168674
947848.5	578.617602427921
953633.0	576.239350912779
961800.0	572.8212290502794
976303.0	574.8044172432145
985745.0	578.3625730994152
