#Insert size (bp)	insert size
510.0	5452.0
511.0	5459.0
512.0	5495.0
513.0	5498.0
514.0	5486.0
515.0	5409.0
516.0	5425.0
517.0	5358.0
518.0	5461.0
519.0	5412.0
520.0	5388.0
521.0	5490.0
522.0	5483.0
523.0	5593.0
524.0	5313.0
525.0	5492.0
526.0	5223.0
527.0	5469.0
528.0	5286.0
529.0	5462.0
530.0	5475.0
531.0	5347.0
532.0	5272.0
533.0	5368.0
534.0	5391.0
535.0	5348.0
536.0	5361.0
537.0	5398.0
538.0	5269.0
539.0	5461.0
540.0	5363.0
541.0	5308.0
542.0	5336.0
543.0	5480.0
544.0	5174.0
545.0	5352.0
546.0	5157.0
547.0	5375.0
548.0	5119.0
549.0	5156.0
550.0	5191.0
551.0	5095.0
552.0	5155.0
553.0	5090.0
554.0	5234.0
555.0	5304.0
556.0	4944.0
557.0	5112.0
558.0	4961.0
559.0	5158.0
560.0	5129.0
561.0	4957.0
562.0	4955.0
563.0	5023.0
564.0	5143.0
565.0	5019.0
566.0	5282.0
567.0	4947.0
568.0	4894.0
569.0	4937.0
570.0	5007.0
571.0	4883.0
572.0	4822.0
573.0	4864.0
574.0	4730.0
575.0	4910.0
576.0	4893.0
577.0	4719.0
578.0	4869.0
579.0	4667.0
580.0	4866.0
581.0	4780.0
582.0	4846.0
583.0	4759.0
584.0	4745.0
585.0	4604.0
586.0	4587.0
587.0	4799.0
588.0	4443.0
589.0	4719.0
590.0	4528.0
591.0	4592.0
592.0	4559.0
593.0	4534.0
594.0	4471.0
595.0	4375.0
596.0	4415.0
597.0	4532.0
598.0	4454.0
599.0	4367.0
600.0	4455.0
601.0	4328.0
602.0	4237.0
603.0	4193.0
604.0	4388.0
605.0	4199.0
606.0	4338.0
607.0	4179.0
608.0	4247.0
609.0	4201.0
610.0	4088.0
611.0	4232.0
612.0	4100.0
613.0	4071.0
614.0	4077.0
615.0	4112.0
616.0	4086.0
617.0	3832.0
618.0	4024.0
619.0	3853.0
620.0	4025.0
621.0	4019.0
622.0	3882.0
623.0	3976.0
624.0	3728.0
625.0	3852.0
626.0	3897.0
627.0	3699.0
628.0	3714.0
629.0	3813.0
630.0	3759.0
631.0	3773.0
632.0	3674.0
633.0	3566.0
634.0	3663.0
635.0	3734.0
636.0	3434.0
637.0	3677.0
638.0	3486.0
639.0	3565.0
640.0	3500.0
641.0	3479.0
642.0	3554.0
643.0	3547.0
644.0	3453.0
645.0	3436.0
646.0	3485.0
647.0	3362.0
648.0	3290.0
649.0	3545.0
650.0	3305.0
651.0	3487.0
652.0	3311.0
653.0	3392.0
654.0	3214.0
655.0	3401.0
656.0	3277.0
657.0	3191.0
658.0	3285.0
659.0	3055.0
660.0	3245.0
661.0	3185.0
662.0	2977.0
663.0	3196.0
664.0	3043.0
665.0	3055.0
666.0	2950.0
667.0	3045.0
668.0	2900.0
669.0	3020.0
670.0	2994.0
671.0	2949.0
672.0	2916.0
673.0	2869.0
674.0	3017.0
675.0	2927.0
676.0	2865.0
677.0	2970.0
678.0	2786.0
679.0	2728.0
680.0	2827.0
681.0	2798.0
682.0	2782.0
683.0	2834.0
684.0	2650.0
685.0	2798.0
686.0	2820.0
687.0	2627.0
688.0	2647.0
689.0	2737.0
690.0	2610.0
691.0	2592.0
692.0	2650.0
693.0	2545.0
694.0	2553.0
695.0	2515.0
696.0	2465.0
697.0	2681.0
698.0	2460.0
699.0	2461.0
700.0	2514.0
701.0	2417.0
702.0	2365.0
703.0	2402.0
704.0	2437.0
705.0	2473.0
706.0	2506.0
707.0	2415.0
708.0	2216.0
709.0	2304.0
710.0	2387.0
711.0	2219.0
712.0	2242.0
713.0	2225.0
714.0	2259.0
715.0	2424.0
716.0	2230.0
717.0	2255.0
718.0	2305.0
719.0	2290.0
720.0	2235.0
721.0	2162.0
722.0	2199.0
723.0	2221.0
724.0	2137.0
725.0	2049.0
726.0	2045.0
727.0	2066.0
728.0	2049.0
729.0	2052.0
730.0	2055.0
731.0	1989.0
732.0	2040.0
733.0	2082.0
734.0	2084.0
735.0	1905.0
736.0	1892.0
737.0	1951.0
738.0	1922.0
739.0	1815.0
740.0	1931.0
741.0	1913.0
742.0	1961.0
743.0	1935.0
744.0	1865.0
745.0	1851.0
746.0	1837.0
747.0	1867.0
748.0	1796.0
749.0	1867.0
750.0	1868.0
751.0	1806.0
752.0	1772.0
753.0	1734.0
754.0	1826.0
755.0	1638.0
756.0	1766.0
757.0	1811.0
758.0	1670.0
759.0	1876.0
760.0	1605.0
761.0	1709.0
762.0	1670.0
763.0	1566.0
764.0	1663.0
765.0	1682.0
766.0	1587.0
767.0	1685.0
768.0	1695.0
769.0	1617.0
770.0	1620.0
771.0	1507.0
772.0	1550.0
773.0	1510.0
774.0	1572.0
775.0	1529.0
776.0	1602.0
777.0	1560.0
778.0	1552.0
779.0	1548.0
780.0	1406.0
781.0	1432.0
782.0	1476.0
783.0	1482.0
784.0	1411.0
785.0	1429.0
786.0	1404.0
787.0	1437.0
788.0	1411.0
789.0	1369.0
790.0	1374.0
791.0	1462.0
792.0	1299.0
793.0	1370.0
794.0	1338.0
795.0	1446.0
796.0	1420.0
797.0	1377.0
798.0	1369.0
799.0	1335.0
800.0	1274.0
801.0	1360.0
802.0	1266.0
803.0	1175.0
804.0	1258.0
805.0	1255.0
806.0	1266.0
807.0	1275.0
808.0	1238.0
809.0	1274.0
810.0	1267.0
811.0	1188.0
812.0	1131.0
813.0	1186.0
814.0	1218.0
815.0	1201.0
816.0	1135.0
817.0	1085.0
818.0	1185.0
819.0	1172.0
820.0	1083.0
821.0	1059.0
822.0	1174.0
823.0	1122.0
824.0	1179.0
825.0	1141.0
826.0	1049.0
827.0	1139.0
828.0	1096.0
829.0	1028.0
830.0	1073.0
831.0	1031.0
832.0	1097.0
833.0	1058.0
834.0	1086.0
835.0	1028.0
836.0	1042.0
837.0	972.0
838.0	971.0
839.0	978.0
840.0	984.0
841.0	959.0
842.0	1031.0
843.0	967.0
844.0	959.0
845.0	967.0
846.0	926.0
847.0	943.0
848.0	924.0
849.0	888.0
850.0	964.0
851.0	921.0
852.0	958.0
853.0	892.0
854.0	899.0
855.0	797.0
856.0	893.0
857.0	885.0
858.0	869.0
859.0	869.0
860.0	894.0
861.0	879.0
862.0	857.0
863.0	779.0
864.0	804.0
865.0	849.0
866.0	764.0
867.0	836.0
868.0	812.0
869.0	766.0
870.0	813.0
871.0	755.0
872.0	756.0
873.0	786.0
874.0	758.0
875.0	780.0
876.0	731.0
877.0	770.0
878.0	723.0
879.0	726.0
880.0	780.0
881.0	680.0
882.0	771.0
883.0	745.0
884.0	699.0
885.0	662.0
886.0	663.0
887.0	703.0
888.0	634.0
889.0	716.0
890.0	670.0
891.0	714.0
892.0	654.0
893.0	627.0
894.0	633.0
895.0	704.0
896.0	643.0
897.0	665.0
898.0	601.0
899.0	639.0
900.0	625.0
901.0	622.0
902.0	652.0
903.0	621.0
904.0	606.0
905.0	582.0
906.0	589.0
907.0	617.0
908.0	567.0
909.0	615.0
910.0	569.0
911.0	569.0
912.0	565.0
913.0	581.0
914.0	584.0
915.0	591.0
916.0	565.0
917.0	569.0
918.0	593.0
919.0	526.0
920.0	567.0
921.0	573.0
922.0	532.0
923.0	566.0
924.0	497.0
925.0	531.0
926.0	576.0
927.0	542.0
928.0	472.0
929.0	514.0
930.0	497.0
931.0	556.0
932.0	509.0
933.0	489.0
934.0	471.0
935.0	401.0
936.0	431.0
937.0	479.0
938.0	502.0
939.0	471.0
940.0	487.0
941.0	465.0
942.0	447.0
943.0	422.0
944.0	438.0
945.0	431.0
946.0	480.0
947.0	418.0
948.0	415.0
949.0	446.0
950.0	438.0
951.0	401.0
952.0	409.0
953.0	430.0
954.0	418.0
955.0	414.0
956.0	429.0
957.0	364.0
958.0	399.0
959.0	381.0
960.0	417.0
961.0	391.0
962.0	424.0
963.0	417.0
964.0	387.0
965.0	372.0
966.0	411.0
967.0	337.0
968.0	368.0
969.0	376.0
970.0	345.0
971.0	349.0
972.0	314.0
973.0	355.0
974.0	326.0
975.0	316.0
976.0	316.0
977.0	341.0
978.0	352.0
979.0	360.0
980.0	332.0
981.0	295.0
982.0	319.0
983.0	324.0
984.0	323.0
985.0	310.0
986.0	279.0
987.0	282.0
988.0	266.0
989.0	313.0
990.0	294.0
991.0	281.0
992.0	293.0
993.0	311.0
994.0	313.0
995.0	315.0
996.0	311.0
997.0	304.0
998.0	287.0
999.0	281.0
1000.0	272.0
1001.0	128.0
1002.0	145.0
1003.0	137.0
1004.0	141.0
1005.0	117.0
1006.0	141.0
1007.0	154.0
1008.0	159.0
1009.0	139.0
1010.0	116.0
1011.0	114.0
1012.0	118.0
1013.0	118.0
1014.0	119.0
1015.0	128.0
1016.0	131.0
1017.0	111.0
1018.0	125.0
1019.0	136.0
1020.0	124.0
1021.0	105.0
1022.0	109.0
1023.0	138.0
1024.0	112.0
1025.0	103.0
1026.0	83.0
1027.0	90.0
1028.0	122.0
1029.0	111.0
1030.0	93.0
1031.0	129.0
1032.0	128.0
1033.0	113.0
1034.0	106.0
1035.0	111.0
1036.0	90.0
1037.0	93.0
1038.0	114.0
1039.0	93.0
1040.0	108.0
1041.0	121.0
1042.0	93.0
1043.0	94.0
1044.0	87.0
1045.0	106.0
1046.0	87.0
1047.0	87.0
1048.0	84.0
1049.0	85.0
1050.0	86.0
1051.0	120.0
1052.0	92.0
1053.0	120.0
1054.0	121.0
1055.0	166.0
1056.0	245.0
1057.0	373.0
1058.0	600.0
1059.0	42.0
1060.0	30.0
1061.0	43.0
1062.0	47.0
1063.0	36.0
1064.0	53.0
1065.0	50.0
1066.0	27.0
1067.0	38.0
1068.0	36.0
1069.0	35.0
1070.0	29.0
1071.0	33.0
1072.0	24.0
1073.0	39.0
1074.0	47.0
1075.0	36.0
1076.0	29.0
1077.0	43.0
1078.0	31.0
1079.0	40.0
1080.0	41.0
1081.0	37.0
1082.0	23.0
1083.0	22.0
1084.0	33.0
1085.0	33.0
1086.0	32.0
1087.0	32.0
1088.0	31.0
1089.0	32.0
1090.0	35.0
1091.0	35.0
1092.0	39.0
1093.0	25.0
1094.0	23.0
1095.0	38.0
1096.0	37.0
1097.0	38.0
1098.0	43.0
1099.0	30.0
1100.0	45.0
1101.0	35.0
1102.0	36.0
1103.0	45.0
1104.0	37.0
1105.0	33.0
1106.0	36.0
1107.0	40.0
1108.0	45.0
1109.0	53.0
1110.0	55.0
1111.0	45.0
1112.0	47.0
1113.0	43.0
1114.0	50.0
1115.0	49.0
1116.0	52.0
1117.0	40.0
1118.0	40.0
1119.0	39.0
1120.0	31.0
1121.0	41.0
1122.0	50.0
1123.0	47.0
1124.0	43.0
1125.0	41.0
1126.0	27.0
1127.0	28.0
1128.0	40.0
1129.0	34.0
1130.0	29.0
1131.0	27.0
1132.0	62.0
1133.0	34.0
1134.0	34.0
1135.0	31.0
1136.0	28.0
1137.0	36.0
1138.0	32.0
1139.0	28.0
1140.0	30.0
1141.0	31.0
1142.0	34.0
1143.0	27.0
1144.0	27.0
1145.0	30.0
1146.0	33.0
1147.0	22.0
1148.0	27.0
1149.0	29.0
1150.0	29.0
1151.0	32.0
1152.0	30.0
1153.0	26.0
1154.0	25.0
1155.0	31.0
1156.0	19.0
1157.0	32.0
1158.0	21.0
1159.0	22.0
1160.0	16.0
1161.0	28.0
1162.0	26.0
1163.0	15.0
1164.0	27.0
1165.0	21.0
1166.0	19.0
1167.0	14.0
1168.0	16.0
1169.0	15.0
1170.0	21.0
1171.0	16.0
1172.0	16.0
1173.0	23.0
1174.0	13.0
1175.0	13.0
1176.0	23.0
1177.0	19.0
1178.0	22.0
1179.0	10.0
1180.0	14.0
1181.0	16.0
1182.0	14.0
1183.0	26.0
1184.0	20.0
1185.0	27.0
1186.0	16.0
1187.0	16.0
1188.0	23.0
1189.0	11.0
1190.0	16.0
1191.0	11.0
1192.0	10.0
1193.0	8.0
1194.0	19.0
1195.0	23.0
1196.0	27.0
1197.0	18.0
1198.0	12.0
1199.0	13.0
1200.0	15.0
1201.0	12.0
1202.0	17.0
1203.0	15.0
1204.0	10.0
1205.0	14.0
1206.0	19.0
1207.0	14.0
1208.0	12.0
1209.0	6.0
1210.0	9.0
1211.0	11.0
1212.0	7.0
1213.0	11.0
1214.0	17.0
1215.0	14.0
1216.0	14.0
1217.0	15.0
1218.0	9.0
1219.0	12.0
1220.0	7.0
1221.0	10.0
1222.0	16.0
1223.0	3.0
1224.0	6.0
1225.0	10.0
1226.0	5.0
1227.0	4.0
1228.0	8.0
1229.0	9.0
1230.0	6.0
1231.0	10.0
1232.0	11.0
1233.0	9.0
1234.0	8.0
1235.0	9.0
1236.0	8.0
1237.0	24.0
1238.0	10.0
1239.0	9.0
1240.0	11.0
1241.0	12.0
1242.0	9.0
1243.0	10.0
1244.0	4.0
1245.0	6.0
1246.0	8.0
1247.0	11.0
1248.0	1.0
1249.0	6.0
1250.0	9.0
1251.0	5.0
1252.0	11.0
1253.0	8.0
1254.0	6.0
1255.0	6.0
1256.0	4.0
1257.0	9.0
1258.0	4.0
1259.0	7.0
1260.0	3.0
1261.0	3.0
1262.0	6.0
1263.0	9.0
1264.0	4.0
1265.0	7.0
1266.0	5.0
1267.0	5.0
1268.0	5.0
1269.0	3.0
1270.0	8.0
1271.0	3.0
1272.0	6.0
1273.0	10.0
1274.0	6.0
1275.0	2.0
1276.0	4.0
1277.0	3.0
1278.0	4.0
1279.0	1.0
1280.0	5.0
1281.0	4.0
1282.0	5.0
1283.0	9.0
1284.0	6.0
1285.0	4.0
1286.0	4.0
1287.0	6.0
1288.0	7.0
1289.0	2.0
1290.0	2.0
1291.0	1.0
1292.0	3.0
1293.0	4.0
1294.0	6.0
1295.0	4.0
1296.0	6.0
1297.0	2.0
1298.0	5.0
1299.0	1.0
1301.0	5.0
