#Position (bp)	insert size
3694168.0	579.7547683923706
3702636.5	529.9884393063584
3712096.5	590.2322143517092
3725448.0	581.4740359897172
3733267.5	581.9576576576577
3743902.0	589.3826623141096
3755097.5	589.4296241709653
3762770.0	575.9175931981688
3774426.5	582.9201376936317
3784594.5	581.9793510324483
3792100.0	565.4918949133594
3804514.0	583.8559519839947
3813827.0	582.5449358059915
3821351.5	583.6197327852004
3834722.0	585.387706855792
3843258.5	586.3695652173913
3851110.5	582.5533807829181
3865348.0	565.4211597151577
3872824.5	0.0
3880451.5	577.8032447359337
3894465.0	575.6646862235425
3901840.0	556.6972972972973
3910612.5	583.1805860805861
3924085.5	584.8063186813187
3931442.0	586.99176276771
3940577.0	578.0726807888971
3952923.0	580.8468149646108
3960493.0	580.7105263157895
3970194.0	584.021021021021
3981964.0	573.4886117136659
3989180.0	582.1633858267717
4000061.0	585.9041639127561
4011619.0	589.9732142857143
4018801.5	580.1742021276596
4030166.5	582.6946564885496
4040578.0	568.5723270440252
4047647.5	587.8459119496855
4059209.5	572.1666666666666
4069250.0	593.1435272045028
4076384.5	581.9374255065554
4087844.0	578.0242661448141
4097622.5	595.6267893660531
4104657.0	581.4820548909219
4116260.0	581.6679764243615
4126241.0	590.9231536926147
4133967.0	582.4580335731415
4145791.5	577.0234541577826
4154937.5	581.7980198019802
4161667.5	574.1408987052552
4173074.5	577.9458318677454
4182995.0	589.2255358807083
4190266.0	583.3489847715736
4201372.5	582.9313009875483
4211169.5	570.9553208773355
4218190.5	577.1777920410783
4228707.0	580.8438003220612
4239054.5	577.8466257668712
4245592.5	582.7209543568465
4255327.0	547.6223122468059
4266747.5	584.4734774066798
4273358.5	568.7968526466381
4281936.0	578.697392086331
4294065.5	572.8569230769231
4302473.5	568.5405405405405
4311680.5	589.4379746835443
4323170.0	583.6516746411484
4329648.5	562.8512396694215
4337631.5	582.3462039045553
4350421.0	587.2305521966949
4357128.5	526.8108108108108
4363982.0	577.1042194092827
4377548.0	578.6753246753246
4384932.0	590.2747252747253
4391318.0	581.0105540897098
4404108.5	587.5312368972747
4412178.5	575.4236641221374
4418449.5	580.1897574123989
4429522.5	578.6468662301216
4438936.0	579.1872630780895
4445728.0	569.9858457183298
4455583.0	587.9274111675127
4466193.0	582.4564254062038
4472601.5	577.0294117647059
4480788.0	582.6379464285715
4492999.5	588.2738927738927
4499314.0	396.47058823529414
4505721.0	577.8695829926411
4518149.0	579.9826815642458
4525979.5	594.8914728682171
4532212.0	569.623730964467
4543203.5	577.355419379548
4552754.5	587.6514227642276
4558773.5	576.6493902439024
4567762.0	582.943820224719
4579226.5	585.8678500986193
4585354.5	571.0941176470589
4592532.5	578.8146431881372
4604878.5	572.3738543174144
4611938.0	560.5110024449878
4618121.0	580.1984684109764
4629270.0	580.5291777188329
4638337.0	576.6194331983805
4644320.5	574.8364389233955
4653302.0	561.9384164222874
4664644.5	589.4775390625
4670565.5	557.243093922652
4677083.0	575.6750727449079
4688874.0	577.5110294117648
4696594.0	572.7649918962722
4702690.5	583.8042253521127
4712828.5	581.3625758282781
4722751.0	579.8518518518518
4728664.0	574.2307692307693
4736535.5	571.5687558465856
4748390.5	588.0059652928417
4754756.5	523.6739130434783
4760543.0	578.6461824953445
4771717.0	574.5563093622795
4780737.0	584.3917727717924
4786737.0	587.9282051282051
4795493.0	573.1569065713009
4806794.0	524.6626712328767
4812458.5	333.7647058823529
4818365.0	572.6076532964499
4829659.0	581.687110685194
4837990.0	588.123246492986
4843643.5	592.416440831075
4852328.0	580.600742311771
4863672.5	581.917684305744
4869385.5	0.0
4875431.5	578.476891615542
4886850.0	584.7563249001331
4895041.5	587.9079189686925
4900552.0	574.9737945492662
4909290.0	586.3231106243154
4920643.5	584.7687707641196
4926143.0	611.2121212121212
4931660.0	584.9898599710285
4942768.0	574.4760787992495
4951521.0	575.2424242424242
4956951.0	562.6282894736842
4966389.0	580.4952805453592
4978326.0	585.1748251748252
4983779.0	500.8269230769231
4992302.0	574.7514631291456
5005706.0	580.5932737782449
5011420.5	609.1875
5016827.5	573.3467741935484
5027450.0	581.4632835820895
5036460.5	586.9795244385733
5041844.5	573.2719449225473
5048960.0	578.8646958499147
5060039.0	574.6800679501699
5067161.0	569.5248962655602
5073267.0	587.3847915712322
5084057.5	567.9263248599741
5093578.5	575.8652108433735
5098945.5	573.2416107382551
5106191.5	578.0437044745057
5117058.5	576.8398016386374
5124050.0	576.273851590106
5129514.0	586.4879288437103
5138851.0	583.9157336476135
5149075.0	579.6944583125312
5154368.0	506.4259259259259
5160118.5	575.6233467510064
5170701.5	582.2372962607861
5179188.5	584.111735769501
5184644.5	573.4935217903416
5192030.0	578.1956769055745
5202452.5	578.7975253093364
5209304.5	579.3260869565217
5214595.0	575.0741599073001
5223503.0	579.0895953757225
5233999.0	588.9770053475936
5239328.5	524.2727272727273
5244826.5	579.7162022703818
5255336.0	590.0264410364887
5264147.5	556.8664799253035
5269101.5	501.802110817942
5275403.5	573.2182709993868
5285625.5	585.1084010840109
5293561.0	569.6100131752306
5298763.0	572.6284741917186
5306117.0	573.4879862700229
5316252.0	581.0157977883097
5323135.5	574.7475490196078
5328441.5	583.4302925989673
5336991.0	577.4077809798271
5346942.5	584.8909875876956
5352630.5	601.2527472527472
5357893.5	586.8509202453988
5367400.0	579.8837370242214
5377044.5	570.3375142531357
5381941.0	0.0
5387155.0	581.944089456869
5397221.5	579.0955528846154
5406245.0	578.8664615384615
5411088.5	556.4833333333333
5416752.5	580.1394849785407
5426404.0	580.2030651340996
5434977.5	582.8429423459245
5440005.5	559.5093167701864
5446068.5	585.99
5455630.5	580.4053084648493
5463805.0	607.0824837812789
5468569.0	561.5147392290249
5474910.0	579.8691037735849
5484653.5	582.6018518518518
5492550.0	565.3160967472894
5497391.0	571.7137614678899
5504047.0	574.7304299889746
5513672.0	580.541423570595
5521253.5	563.0498588899342
5525943.5	571.096062992126
5534011.5	588.9822770179156
5544887.5	575.2347417840375
5551057.0	575.9477020602219
5555913.0	558.3847765363129
5563807.0	576.655274012964
5573121.5	576.2559489262914
5579465.0	575.8265306122449
5583984.5	575.7939835916135
5591479.0	578.7728253055355
5600696.5	577.8706536856746
5607439.5	574.5086848635236
5612263.0	571.6730769230769
5619646.5	577.9643029425953
5629169.0	572.5853242320819
5636023.0	599.4
5640496.5	525.0
5647446.0	580.2730042656916
5656531.0	578.1815950920245
5663819.0	584.8645833333334
5668488.5	586.7911908646004
5674915.0	557.7442827442827
5683836.5	583.5834363411619
5691647.5	581.131217838765
5696281.0	568.3378076062639
5701955.5	577.7711244178311
5710780.5	580.528125
5719343.5	576.942119944212
5723834.5	482.5897435897436
5728595.0	576.5038461538461
5737595.0	513.1058064516129
5746582.0	578.6682085786375
5751460.5	585.8177777777778
5756045.5	584.877855887522
5764443.5	486.67420814479635
5773127.5	577.568524970964
5778967.0	580.5392354124748
5783525.0	573.6394686907021
5790927.0	578.0391025641026
5799751.0	575.8649951783992
5806586.5	567.1695906432749
5810852.0	523.8923076923077
5817169.5	580.0074859638179
5825811.5	570.6723996723997
5833731.5	575.2414772727273
5838015.0	569.1970802919708
5842901.5	586.6223628691984
5851380.0	589.5459688826026
5859984.0	582.5240811153359
5865103.5	538.6535947712418
5869319.0	591.3127677806341
5877062.5	581.2037037037037
5885777.5	559.7369668246446
5892271.5	598.9540389972145
5896728.5	568.3428232502965
5903305.0	565.3021766965429
5911735.5	575.2057553956835
5919396.5	585.9019607843137
5923563.0	567.2067307692307
5928583.0	575.6305469556244
5936992.0	531.6134338588074
5945498.5	561.9140337986775
5950564.5	573.2233502538071
5957743.0	584.3465401785714
5968536.0	548.9455667789001
5976306.0	568.3290155440415
5980517.0	554.0508474576271
5985404.0	579.6138996138997
5993655.5	572.2347762289069
6001905.0	583.0607101947309
6007124.5	569.7690417690418
6011253.0	580.4005934718101
6018451.0	562.7757166947723
6026717.5	580.0782198246796
6033757.0	589.622335890878
6037838.0	584.344512195122
6043261.0	582.5170316301703
6051804.0	548.5153649167734
6060085.0	576.8102288021535
6064642.0	573.8924731182796
6068688.5	587.2908333333334
6076386.5	588.4172494172494
6084662.0	568.8086373790022
6091201.5	572.9695044472682
6095340.5	561.0842541436464
6101075.5	602.801775147929
6109125.0	522.741935483871
6117172.0	567.6572104018912
6121670.0	554.1481481481482
6125689.0	575.96
6133268.0	570.1942945258288
6141286.0	576.3011250827267
6147944.5	584.5440414507772
6151911.5	584.7333333333333
6157269.5	574.5572105619499
6165199.5	570.1970649895178
6173041.5	583.7488433575677
6178038.0	576.4453781512605
6181919.5	563.139175257732
6188625.5	583.4097014925374
6196333.0	587.5889235569423
6203864.5	576.9140049140049
6207743.5	312.5
6211841.0	593.8104265402843
6219756.0	575.6466763005781
6227585.0	581.6181434599156
6233714.5	577.7793326157158
6237527.0	587.8215102974829
6242815.0	579.9555984555984
6250476.0	578.4924514737598
6258421.5	575.0317965023847
6263496.5	608.3216957605985
6267275.5	572.7196885428253
6273826.0	578.3788187372709
6281475.0	574.6017080745341
6289162.0	571.8653451811347
6292997.5	0.0
6296824.5	570.7707399103139
6304766.0	590.4249820531228
6312626.5	588.254498714653
6318900.5	486.2626427406199
6322617.5	495.44444444444446
6327478.0	562.0352644836272
6335160.5	562.4283657307416
6342929.5	562.096875
6348317.5	546.0078125
6352031.5	506.34017094017094
6357831.0	576.7540064102565
6365211.0	522.8641025641026
6372558.0	572.942880794702
6377309.5	571.6270161290323
6383654.5	576.9224467504096
6392565.0	576.8843930635838
6399949.0	584.1059167275383
6405276.0	594.9026369168357
6409026.5	583.4551083591331
6414777.5	582.9576124567474
6422058.0	588.2943548387096
6429294.0	561.3188405797101
6434100.0	456.1058394160584
6438108.0	568.68
6444465.5	585.2132459970888
6451850.5	572.1658075601374
6459185.5	574.5013966480446
6463280.5	436.5301204819277
6466879.0	567.6715976331361
6473476.0	584.0658914728682
6480663.5	559.257174392936
6487868.5	575.8930581613508
6491865.0	536.4666666666667
6495388.5	522.1315789473684
6502007.5	592.9379727685325
6509086.0	573.9792566983579
6516176.5	567.1071428571429
6520247.5	571.5169082125603
6523719.0	569.1996007984031
6530220.5	579.5701091519732
6537216.5	590.0054945054945
6544559.5	582.7772096420745
6548857.5	602.139896373057
6552408.5	581.9303201506591
6558994.5	601.048128342246
6565968.5	572.7731811697574
6572944.0	536.3215284249767
6577049.5	592.5692307692308
6580590.0	563.7883131201764
6586965.5	589.0248447204968
6593905.0	574.0529661016949
6600750.5	563.6036772216547
6605184.0	641.484375
6608785.0	581.3216031280548
6615049.5	578.6770491803279
6622120.0	574.8156277436348
6628902.5	577.7377593360995
6633485.0	582.4173553719008
6636875.5	524.5095447870779
6642454.0	569.1321525885559
6649168.0	558.1432506887053
6655962.0	573.0214592274679
6661285.5	570.7194630872483
6664624.5	573.1565040650406
6669426.5	935.0
6676112.5	573.42006615215
6682849.0	573.3421052631579
6688926.5	540.310502283105
6692223.0	548.1818181818181
6696296.0	589.4223454833598
6703232.5	571.663453815261
6710003.0	579.4065743944636
6716602.5	574.5086705202312
6719996.5	481.0
6723270.5	487.6578947368421
6729736.0	558.7579972183588
6736397.0	577.5619909502262
6743101.0	587.5645472061657
6747507.5	595.361581920904
6750762.0	584.2983151635283
6756195.0	586.5515873015873
6762683.0	570.0335051546392
6769327.5	581.1573604060914
6774890.5	558.1217712177122
6778149.0	531.765306122449
6782620.5	577.5593542260209
6789306.5	558.9133725820017
6795846.5	573.2622798887859
6802294.5	559.6430678466077
6805520.5	614.4
6808719.0	566.8961284230406
6815184.5	583.8772064466616
6821691.0	573.1573546180159
6828134.5	564.5567226890756
6832672.0	581.0
6835860.5	465.8333333333333
6840908.5	574.9668508287293
6847385.0	569.0233644859813
6853852.5	576.0245829675154
6859753.5	582.5783645655878
6863267.0	595.570796460177
6867225.0	558.7676056338029
6873615.0	586.9200336700337
6880032.5	572.6038781163435
6887088.5	574.8562711864407
6892587.0	581.1272084805654
6897391.5	510.4924623115578
6903794.5	568.6160877513711
6910167.5	482.73793103448276
6916365.5	596.6505758392551
6919527.0	0.0
6925507.5	583.1856314145471
6935464.0	549.7082942097027
6942758.0	578.2797992471769
6946937.5	610.5632653061225
6950279.5	588.4534821903243
6955802.0	588.9977843426883
6962213.5	575.8081149619611
6968573.0	590.9616858237548
6974020.0	572.6770053475935
6977135.0	563.5532994923858
6981076.5	567.6974664679583
6987406.0	584.991847826087
6993656.5	564.294498381877
6999849.5	577.5090735434575
7003895.0	563.5280898876405
7006967.5	582.2014134275619
7012198.5	575.3048264182896
7018396.0	582.1881467544684
7024635.5	578.7048406139315
7030558.5	543.4685534591194
7033620.5	347.3333333333333
7036975.0	477.62396694214874
7043191.5	592.0397175639894
7049416.5	587.2341897233201
7055545.5	575.6054006968641
7060203.5	577.5373352855052
7063253.5	570.6526806526806
7067755.0	578.7137870855148
7073851.0	570.2363636363636
7079964.5	582.2760041194645
7086173.0	581.9537037037037
7089795.5	491.1111111111111
7092804.0	577.5205479452055
7098391.5	559.4111111111112
7104559.5	578.3003875968992
7110687.5	572.0684803001876
7116228.5	590.9195530726257
7119241.0	554.6375
7122884.0	582.6652763295099
7129042.0	580.9321503131524
7135081.0	579.4277828886844
7141147.5	585.4430147058823
7145703.0	596.1382799325464
7148641.0	570.8937093275488
7153055.0	567.7754114230397
7159017.0	572.2746268656716
7164934.5	575.5855263157895
7170814.0	557.8954954954955
7174720.0	582.0652173913044
7177631.5	569.2467248908297
7182492.5	558.2183908045977
7188418.5	575.8877118644068
7194325.5	535.7901785714286
7200225.5	578.5692541856926
7203695.0	565.8571428571429
7206594.0	571.4643261608154
7212015.5	569.6124109867752
7217911.5	569.0288744843842
7223711.5	558.9963689179375
7229496.5	569.8092672413793
7232512.5	634.1739130434783
7235347.5	578.1876832844575
7240929.0	572.8696629213483
7246625.5	567.2304964539007
7252277.0	589.4760312151617
7258121.0	566.2653239929947
7261147.5	0.0
7263969.5	586.3538461538461
7269568.5	583.9769585253456
7275154.0	577.6273809523809
7280925.0	512.2408163265306
7286755.0	578.0255281690141
7289653.0	0.0
7292498.0	573.4239526411658
7298042.0	486.10574712643677
7303584.5	580.1640625
7309167.5	584.4497663551402
7315017.5	577.0306603773585
7319160.0	561.0784313725491
7323005.5	563.9179104477612
7328514.5	582.278313253012
7334309.5	577.1864951768489
7340084.0	578.7250509164969
7344681.0	567.742671009772
7347467.5	548.0578778135048
7351126.0	573.750237416904
7356600.5	575.102847181871
7362047.0	569.1018518518518
7367497.5	573.8633603238867
7372630.0	572.2332015810276
7375351.0	404.22222222222223
7378359.0	484.73793103448276
7383896.5	586.9236363636363
7389526.5	579.8183807439825
7395022.0	566.0547263681592
7400435.0	568.1071428571429
7403314.0	562.4794520547945
7405993.0	580.4709748083242
7411150.0	582.4788732394367
7416459.5	572.014450867052
7421809.0	555.4620622568093
7427220.5	576.9569160997733
7430951.5	580.5396825396825
7433585.5	574.2923076923076
7437923.5	567.5668393782383
7443314.5	581.8823529411765
7448613.5	598.5139442231076
7453901.0	559.3498942917547
7458501.5	602.9656992084433
7461137.5	546.5066666666667
7464457.0	571.8282275711159
7469710.0	546.2372881355932
7474938.5	550.1076923076923
7480778.5	590.8110638297873
7486468.0	581.1739130434783
7489100.0	0.0
7491886.5	531.2131147540983
7497087.0	584.9929824561403
7502277.5	586.7741147741148
7507477.0	574.1982633863965
7512669.5	585.879202988792
7516332.5	580.3868421052632
7518949.5	570.9480519480519
7523225.0	573.9958677685951
7528597.0	571.3634053367217
7533832.0	578.0872340425532
7539000.5	570.6792079207921
7543727.5	574.2980769230769
7546306.5	494.2950819672131
7549360.5	565.7024221453287
7554539.0	571.8603465851172
7559638.5	572.0587529976019
7564749.5	515.3473315835521
7569874.0	550.8561643835617
7573391.0	558.0388349514564
7576232.0	507.71057513914656
7580656.5	575.0914419695193
7585738.0	582.7657657657658
7590849.5	576.7975460122699
7595941.0	584.4784946236559
7600642.5	590.1776103336921
7603246.5	506.7857142857143
7606177.0	592.566265060241
7611224.0	582.022636484687
7616251.0	572.4041666666667
7621248.0	543.7542857142857
7626395.0	608.4068224889451
7630167.5	566.9619047619047
7632655.5	577.5238095238095
7636554.5	577.2161290322581
7642243.5	557.5778761061947
7647922.0	558.890625
7652943.5	583.3937947494034
7657603.5	582.3484162895927
7660083.5	397.15
7662898.5	576.683908045977
7667907.5	579.4543297746145
7672879.0	573.3481481481482
7677927.5	545.8639455782313
7682998.0	508.24285714285713
7686870.0	569.8218029350105
7689353.5	552.3675496688742
7692913.5	575.8022759601707
7697817.5	574.866485013624
7702705.0	544.3235294117648
7707570.5	511.4878048780488
7712419.0	526.822695035461
7715784.0	575.7542168674698
7718208.5	557.381404174573
7722111.0	549.8955223880597
7726954.0	581.7223650385604
7731812.0	579.2975970425139
7736636.0	548.009009009009
7741444.5	575.5921052631579
7744532.0	578.3777777777777
7746997.5	596.5525040387722
7751334.0	571.4715025906736
7756385.5	561.4182509505704
7761298.0	563.0091463414634
7766097.5	564.6570397111914
7770883.5	580.8835978835979
7773473.0	593.0909090909091
7775833.0	586.4859813084112
7780370.5	582.6683673469388
7785221.5	574.7930107526881
7790034.0	583.2165354330708
7795469.0	569.6398305084746
7800356.5	527.3277310924369
7802695.0	515.24
7805617.0	590.2446808510638
7810404.0	581.9519359145528
7815187.5	577.6869158878504
7820021.0	550.8474226804124
7824800.5	568.6699889258028
7828873.0	497.4594594594595
7831166.5	452.8333333333333
7834011.5	581.3823178016727
7838614.0	569.765228426396
7843247.5	550.6351791530944
7848908.5	557.1370851370851
7854519.0	568.1051912568306
7857952.0	580.5677570093458
7860223.5	563.5586592178771
7863758.0	567.0453955901427
7868433.5	564.1738066095471
7873082.0	576.8361445783132
7877723.0	581.854714064915
7882317.5	578.9586206896552
7886115.5	580.8834586466165
7888377.5	543.9547738693467
7891441.0	571.5412311265969
7895938.0	529.6814159292036
7900456.5	577.6397608370703
7905041.5	582.9173290937997
7909597.5	577.3265027322404
7913951.0	573.3792452830189
7916199.0	0.0
7918580.0	581.7763157894736
7923052.5	565.7459978655282
7927604.5	575.59875
7932143.0	566.570652173913
7936592.0	574.8646748681898
7941073.0	588.5547550432277
7943928.5	630.379746835443
7946131.5	563.622754491018
7949928.0	552.489932885906
7954400.5	577.7032810271041
7958871.0	556.6666666666666
7963262.5	572.823754789272
7967694.5	550.4357142857143
7971462.0	575.9651898734177
7973651.0	537.8591549295775
7976710.0	592.4562913907284
7981437.0	602.6025104602511
7985936.0	581.5317258883249
7990281.5	556.7551020408164
7994672.0	538.5065274151436
7999056.5	576.55
8001345.5	587.6478873239437
8003615.0	562.031746031746
8007917.0	577.1208333333333
8012261.5	511.4488262910798
8016576.5	581.185878962536
8020840.5	577.6315789473684
8025089.0	584.5645805592543
8028578.5	571.5100401606426
8030761.5	544.5826330532213
8033657.0	588.0706319702603
8037928.5	571.0430504305043
8042173.0	560.5911413969336
8046383.5	572.4766558089034
8050591.0	562.7515723270441
8054741.5	556.4415094339622
8057631.5	567.6862745098039
8059682.5	585.433962264151
8063158.5	565.7409090909091
8067425.0	561.9278350515464
8071572.0	535.1705607476636
8075896.5	584.1741214057508
8080165.5	578.4606060606061
8084239.0	431.22131147540983
8086584.5	559.2068965517242
8088618.5	582.9917808219178
8092391.0	571.5518867924528
8096546.5	588.0457063711912
8100685.5	567.8339222614841
8104761.0	567.7681388012618
8108797.0	577.7859922178989
8112952.5	594.3098159509202
8115242.5	583.1891891891892
8117266.0	577.5386266094421
8121195.0	585.0236753100338
8125213.5	569.832
8129157.0	568.8232931726908
8133127.5	563.4135702746365
8137120.0	564.4262948207171
8141069.0	572.6714285714286
8143441.5	587.1616161616162
8145559.5	592.9394618834081
8149257.5	563.8101761252447
8153271.5	562.6378737541528
8157254.5	581.9869281045752
8161170.5	575.1077235772358
8165081.0	562.8051948051948
8168982.5	554.9777777777778
8171628.5	593.6300366300367
8173587.5	577.2833723653396
8176782.0	575.0820668693009
8180654.0	585.8748201438849
8184540.0	542.9377593360996
8188411.0	571.4048991354467
8192346.0	560.1328125
8196322.0	574.443661971831
8199544.0	542.2912621359224
8201467.5	529.3457943925233
8204072.5	582.4503816793894
8207920.0	495.04545454545456
8211754.0	574.8806201550387
8215596.5	560.9227053140097
8220295.5	568.3796641791045
8225072.5	583.69384359401
8228172.0	554.3206896551724
8230071.0	540.3783783783783
