#Position (bp)	Coverage
14238.0	121.17773485513608
34467.5	115.54581108144193
48705.0	114.9440907161482
71188.0	119.34131694468833
86054.5	80.5779014308426
100292.0	117.75449167799538
121615.5	120.16124432922878
135853.0	116.51674971253354
156613.0	121.29014925373134
173324.0	112.94299575500303
187561.5	115.81511390683441
211401.0	119.02803196555008
225638.5	77.7867715078631
242038.0	118.98886742756804
266726.0	113.52198459403856
280963.5	72.84512806971217
298988.0	105.18156277436347
320661.5	99.67025282409898
334899.0	123.19635374549732
355938.0	107.21731343283582
378632.5	84.98214496866501
392870.0	129.6383530836433
412585.5	110.78399712952996
426823.0	74.28099173553719
441363.0	126.14071992976295
460101.0	112.04855016109322
474338.5	136.1075793365513
493035.5	123.60786830357142
507273.0	127.9073424917101
524591.5	120.78631342911719
538829.0	141.58980195765992
555263.0	116.43912203687445
570103.0	42.549377593360994
584340.5	131.43678034470113
601922.5	106.96896376995186
616160.0	109.42140809484476
633008.0	121.16637438048036
647245.5	132.46946614583334
663944.0	121.6784942063536
678181.5	138.639394520023
697532.0	123.04249371970421
711769.5	62.7122641509434
726113.0	30.747603160667254
742658.0	26.637919826652222
756895.5	125.65963956412406
773098.0	156.09842012873025
787335.5	112.8469643753136
807604.0	110.48828068132188
821841.5	153.08362989323842
838909.0	114.62576617048008
853146.5	131.40307971014494
868488.0	136.4718525021949
883450.0	87.03864734299516
897687.5	119.09135647154592
913382.5	108.46998166819432
927620.0	122.32462361577703
942970.0	98.30080437092123
957207.5	108.54939230558348
973580.5	107.70156537753223
987818.0	123.64791370990633
1003578.0	114.44573894282632
1017815.5	128.67721345229924
1032869.0	130.4117268455944
1047106.5	122.75946823311176
1062736.0	112.4956061350363
1076973.5	110.92850108331692
1091933.0	102.56569693903364
1106170.5	108.90034443168771
1120776.5	121.17008096771046
1135014.0	106.20581964128935
1149573.0	107.66573658075195
1163810.5	110.250068212824
1177853.5	100.71420312198882
1192091.0	143.05479984453945
1206407.0	121.09405632859944
1220644.5	80.36961121396456
1234281.5	122.06813108766234
1248519.0	120.80018258587242
1263172.0	110.53740933651365
1277409.5	113.30811901159859
1292710.5	119.85086016762241
1306948.0	135.81602067183462
1320767.5	125.80534945497847
1335005.0	97.31847613311248
1348624.0	118.99169782007088
1362861.5	111.35415079969536
1378451.5	119.8095013303579
1392689.0	116.9220954958438
1406135.0	123.91256503522261
1420372.5	113.14017169923031
1433683.0	113.84022149509187
1447920.5	111.64982578397212
1462573.0	142.8886687605702
1476810.5	91.63341902313624
1490088.5	111.35342991052407
1504326.0	111.84173626147026
1517803.5	112.51628419100602
1532041.0	123.85471075853462
1545849.0	115.30383606757334
1560086.5	126.00157310813049
1572904.5	114.03953385455083
1587142.0	128.85781323322385
1601038.5	110.53867660764213
1615276.0	108.98063978460158
1627854.0	116.67385162707963
1642091.5	121.41362723332276
1655938.5	130.78919781221512
1670176.0	121.0459414183461
1684475.0	142.67097426677154
1698712.5	128.21383326522272
1722738.0	124.16568920105355
1751213.0	116.8380684811238
1771613.5	118.91911406782411
1785851.0	127.16576877825253
1798543.0	123.79296155928533
1812780.5	112.74168399168398
1825831.0	118.006558810669
1840068.5	123.09743684648839
1852299.5	113.3002106741573
1866537.0	114.16467007453078
1881784.0	150.18265872200533
1895852.0	130.57952640852636
1907656.0	74.952802359882
1919484.5	127.3322754953255
1933722.0	111.05099864262168
1946647.0	128.33267288455033
1960884.5	115.12271909534824
1973372.5	105.33912992904501
1987610.0	122.78875986171438
2000901.5	113.24212521239053
2015139.0	118.40818340545054
2026666.0	116.84849711567655
2040903.5	117.08411315478111
2052315.5	109.96501182033097
2065726.5	139.72605347025495
2077849.0	97.35450695704779
2089880.5	99.0594823739402
